어린이집명,시도명,시군구명,어린이집유형구분,정원수,보육교직원수,소재지도로명주소,어린이집전화번호,어린이집팩스번호,보육실수,놀이터수,CCTV설치수,통학차량운영여부,홈페이지주소,데이터기준일자
갈미어린이집,경기도,의왕시,국공립,91,19,"경기도 의왕시 갈미로 71 (내손동, 내손1동주민센터 1층)",031-426-3993,031-426-3996,6,1,0,N,,2023-03-13
사랑나무어린이집,경기도,의왕시,가정,20,8,"경기도 의왕시 포일로 37 103동 101호(내손동, 삼성래미안아파트)",031-425-2292,,3,0,0,N,,2023-03-13
푸른솔어린이집,경기도,의왕시,민간,46,7,경기도 의왕시 부곡복지관길 32 삼동 장미아파트 관리동 2층,031-461-1004,031-689-4104,4,0,0,Y,,2023-03-13
포일해맑은어린이집,경기도,의왕시,국공립,75,13,경기도 의왕시 안양판교로 100 (포일동),031-689-5078,031-689-5079,4,2,0,N,,2023-03-13
대우이안어린이집,경기도,의왕시,가정,20,7,"경기도 의왕시 부곡복지관길 41 101동 103호(삼동, 부곡대우이안아파트)",031-461-4531,031-461-4531,3,0,0,N,,2023-03-13
참뜰어린이집,경기도,의왕시,가정,20,7,"경기도 의왕시 평의길 48 104동 102호(포일동, 위브호수마을1단지)",031-423-2996,031-423-2996,3,0,0,N,,2023-03-13
나무뜰어린이집,경기도,의왕시,가정,19,8,"경기도 의왕시 내손순환로 7 301동 104호(내손동, 래미안에버하임)",031-424-5071,,4,0,0,N,,2023-03-13
칼비테어린이집,경기도,의왕시,가정,20,6,"경기도 의왕시 포일로 69 205동 102호(포일동, 두산위브호수마을2단지아파트)",031-424-8621,031-424-8621,3,0,0,N,,2023-03-13
아이사랑어린이집,경기도,의왕시,가정,20,7,"경기도 의왕시 어내들로 5 102동 102호(오전동, 의왕더샵캐슬)",031-421-5288,031-421-5288,3,0,0,N,,2023-03-13
자이영재어린이집,경기도,의왕시,가정,20,8,"경기도 의왕시 내손로 14 206동 102호(내손동, 포일자이아파트)",031-342-7942,,4,0,0,N,http://cafe.naver.com/xiyj,2023-03-13
기쁨어린이집,경기도,의왕시,가정,20,5,"경기도 의왕시 내손로 11 109동 103호(내손동, 포일자이1단지)",031-426-0071,031-426-1171,3,0,0,N,http://cafe.daum.net/happyxi,2023-03-13
초록꿈어린이집,경기도,의왕시,직장,67,14,경기도 의왕시 안양판교로 143 (서울구치소 내) (포일동),031-423-9552,031-423-9553,5,1,0,Y,,2023-03-13
꿈초롱어린이집,경기도,의왕시,국공립,85,17,경기도 의왕시 보식골로 30-10 (오전동),031-427-5905,031-427-5906,6,1,0,N,,2023-03-13
포일어린이집,경기도,의왕시,국공립,30,13,경기도 의왕시 포일세거리로 23 시립 포일 어린이집,031-422-8219,031-422-8217,4,0,0,N,,2023-03-13
청솔어린이집,경기도,의왕시,가정,20,5,경기도 의왕시 부곡시장길 63 102동104호 삼동 효성청솔아파트,031-461-1888,,3,1,0,N,,2023-03-13
꽃들어린이집,경기도,의왕시,가정,20,6,경기도 의왕시 포일세거리로 93 301동101호(포일동 숲속마을아파트),031-425-7200,,3,0,0,N,,2023-03-13
아이맘어린이집,경기도,의왕시,가정,20,7,경기도 의왕시 까치골길 20 201동 112호(삼동 한아름아파트),031-461-1121,031-461-1121,3,0,0,N,,2023-03-13
리틀다빈치어린이집,경기도,의왕시,민간,33,7,경기도 의왕시 부곡중학길 31,031-461-2020,,4,0,0,Y,,2023-03-13
꿈샛별어린이집,경기도,의왕시,가정,20,6,경기도 의왕시 안양판교로 64 1동104호(포일동 인덕원삼호아파트),031-385-0777,031-385-0777,3,0,0,N,,2023-03-13
열린키즈어린이집,경기도,의왕시,가정,19,5,경기도 의왕시 오전로 150 102동101호(오전동 동백아파트),031-477-4577,031-477-4577,3,0,0,N,,2023-03-13
로뎀나무어린이집,경기도,의왕시,가정,20,6,"경기도 의왕시 전주남이4길 17 101동 101호(오전동, 의왕모락산동문굿모닝힐아파트)",031-427-7586,031-624-3815,3,0,0,N,,2023-03-13
에버하임어린이집,경기도,의왕시,민간,54,11,경기도 의왕시 내손순환로 7 레미안에버하임아파트관리동어린이집,031-421-0511,031-421-0511,6,2,0,Y,,2023-03-13
위브어린이집,경기도,의왕시,민간,22,7,경기도 의왕시 포일로 69 두산위브 호수마을 2차 관리동,031-423-9939,031-423-9939,3,0,0,N,cafe daum.net/weve child,2023-03-13
우리어린이집,경기도,의왕시,가정,20,7,"경기도 의왕시 내손로 14 208동 102호(내손동, 포일자이아파트)",031-422-9359,031-422-9359,4,0,0,N,,2023-03-13
자이별어린이집,경기도,의왕시,가정,20,6,"경기도 의왕시 내손로 13 101동 102호(내손동, 포일자이1단지)",031-421-1117,031-421-1117,3,0,0,N,www.cyworld.com/mommyplus,2023-03-13
아이뜰빅스맘어린이집,경기도,의왕시,민간,59,9,경기도 의왕시 흥안대로434번길 109 (포일동),031-421-1504,,5,1,0,Y,,2023-03-13
자이키즈랜드어린이집,경기도,의왕시,민간,63,10,경기도 의왕시 내손로 11 포일자이아파트 1단지 자이키즈랜드 어린이집,031-422-0434,031-423-0434,4,1,0,N,,2023-03-13
예인어린이집,경기도,의왕시,민간,29,7,경기도 의왕시 포일세거리로 93 관리동 1층,031-426-7007,031-426-7009,4,0,0,Y,,2023-03-13
아이숲속어린이집,경기도,의왕시,가정,20,5,경기도 의왕시 포일세거리로 73 401동101호(포일동  포일숲속마을아파트4단지),031-421-6644,031-421-6634,3,0,0,N,,2023-03-13
포일숲어린이집,경기도,의왕시,민간,35,8,경기도 의왕시 포일세거리로 73 관리동(포일동 포일숲속마을아파트),031-424-0057,031-424-0950,4,0,0,N,,2023-03-13
아이노리어린이집,경기도,의왕시,가정,20,7,"경기도 의왕시 모락로 89-15 107-102호(오전동, 해모로)",031-455-8246,,3,0,0,N,https://cafe.naver.com/ainori,2023-03-13
의왕아이숲어린이집,경기도,의왕시,국공립,91,20,"경기도 의왕시 장안중앙로 42 (삼동, 의왕파크푸르지오)",031-462-7276,031-462-7275,6,1,0,N,,2023-03-13
백운하늘샘어린이집,경기도,의왕시,국공립,72,11,"경기도 의왕시 백운중앙로 46 (학의동, 의왕백운해링턴플레이스 1단지)",031-426-9575,031-426-9576,4,1,0,N,,2023-03-13
백운솔빛어린이집,경기도,의왕시,국공립,42,9,"경기도 의왕시 백운중앙로 45 관리동 1층(학의동, 의왕백운해링턴플레이스 2단지)",031-421-7400,,3,1,0,N,,2023-03-13
백운푸르내어린이집,경기도,의왕시,국공립,38,12,"경기도 의왕시 백운중앙로 88 관리동 1층(학의동, 의왕백운해링턴플레이스 5단지)",031-426-7600,031-426-7700,3,1,0,N,,2023-03-13
자연어린이집,경기도,의왕시,가정,20,3,"경기도 의왕시 백운중앙로 46 105동 101호(학의동, 의왕백운효성해린턴플레이스)",031-422-1005,,3,1,0,N,,2023-03-13
서해그랑블어린이집,경기도,의왕시,국공립,30,11,"경기도 의왕시 경수대로 262 1층(오전동, 서해그랑블)",031-453-0529,031-453-0531,3,0,0,N,,2023-03-13
포레움어린이집,경기도,의왕시,국공립,30,12,"경기도 의왕시 장안중앙로 23 (삼동, 의왕푸르지오포레움아파트)",031-687-3601,031-687-3602,3,0,0,N,,2023-03-13
백운누리어린이집,경기도,의왕시,국공립,42,10,"경기도 의왕시 백운호수로1길 9 (학의동, 백운밸리 풍경채 레이크포레 4단지)",031-8068-7300,031-8068-7400,3,0,0,N,https://cafe.naver.com/nuri4074,2023-03-13
골드클래스어린이집,경기도,의왕시,민간,42,12,"경기도 의왕시 바라산로 75 학의동, 의왕백운골드클래스",031-424-6888,,5,1,0,N,,2023-03-13
고천행복어린이집,경기도,의왕시,국공립,89,22,경기도 의왕시 행복마을3로 18 오봉산마을 단지 내,031-360-5071,031-360-5061,9,1,0,N,,2023-03-13
오전다온어린이집,경기도,의왕시,국공립,48,9,"경기도 의왕시 어내들로 5 관리동(오전동, 의왕더샵캐슬)",031-360-5366,031-360-5367,4,0,0,N,,2023-03-13
포도열매어린이집,경기도,의왕시,가정,20,6,경기도 의왕시 어내들로 5 108동 103호,031-342-1515,031-345-1515,3,0,0,N,,2023-03-13
꼬마둥지어린이집,경기도,의왕시,가정,19,7,경기도 의왕시 포일로 39 107동103호(내손동  삼성래미안아파트),031-426-2027,,3,0,0,N,,2023-03-13
밝은누리어린이집,경기도,의왕시,국공립,153,27,경기도 의왕시 백운초등길 11 밝은누리어린이집,031-421-0788,031-421-0779,9,2,0,N,,2023-03-13
래미안어린이집,경기도,의왕시,민간,22,3,경기도 의왕시 포일로 39 삼성래미안아파트 관리동 1층 래미안어린이집,031-424-7133,070-7543-4720,4,0,0,Y,,2023-03-13
의왕어린이집,경기도,의왕시,사회복지법인,156,18,경기도 의왕시 안양판교로 137 (포일동),031-421-8383,031-421-9922,10,1,0,Y,,2023-03-13
리틀훼밀리어린이집,경기도,의왕시,법인·단체,255,27,경기도 의왕시 왕곡로 200 (왕곡동),031-459-5561,031-455-4607,15,1,0,Y,,2023-03-13
아침해어린이집,경기도,의왕시,민간,141,16,경기도 의왕시 오전천로 47-16,031-451-1005,031-451-2584,9,1,0,Y,,2023-03-13
솔지어린이집,경기도,의왕시,법인·단체,50,7,경기도 의왕시 부곡중앙남1길 27-9,031-462-1869,031-462-2003,5,1,0,Y,,2023-03-13
사랑어린이집,경기도,의왕시,민간,36,10,경기도 의왕시 모락로 89-15 관리동 1층,031-455-1516,031-689-4744,5,0,0,Y,,2023-03-13
꿈나무어린이집,경기도,의왕시,법인·단체,61,10,경기도 의왕시 모락로 105-8,031-456-0788,,4,1,0,Y,,2023-03-13
다솜어린이집,경기도,의왕시,사회복지법인,126,18,경기도 의왕시 교동길 21 (이동),031-462-1007,031-462-1017,7,1,0,Y,www.의왕다솜어린이집.com,2023-03-13
거봉어린이집,경기도,의왕시,사회복지법인,94,11,경기도 의왕시 잿말길 43 (월암동),031-461-8034,031-462-3337,6,1,0,Y,,2023-03-13
예쁜뜰어린이집,경기도,의왕시,민간,33,7,"경기도 의왕시 원골로 43 관리소 1층 (오전동, 모락산현대아파트)",031-456-5455,070-8650-4926,4,0,0,Y,,2023-03-13
참빛어린이집,경기도,의왕시,민간,85,16,경기도 의왕시 부곡시장길 46-1,031-461-6805,031-462-2969,7,2,0,Y,http://cafe.daum.net/angelworldkid,2023-03-13
동화나라어린이집,경기도,의왕시,가정,20,6,"경기도 의왕시 부곡복지관길 41 103동 104호(삼동, 부곡대우이안아파트)",031-462-8896,,3,0,0,N,,2023-03-13
예지어린이집,경기도,의왕시,가정,19,8,"경기도 의왕시 모락로 89-15 107동 104호(오전동, 한진로즈힐)",031-477-8274,031-341-8279,3,0,0,N,,2023-03-13
하은어린이집,경기도,의왕시,가정,20,8,"경기도 의왕시 오전로 150 101동 103호(오전동, 동백)",031-477-4133,031-477-4133,3,0,0,N,4133,2023-03-13
하늘땅어린이집,경기도,의왕시,협동,20,6,"경기도 의왕시 갈미로 64 106-103(내손동, 반도보라빌리지 1단지)",031-422-4633,070-4024-4633,3,0,0,N,skynland.gongdong.or.kr/,2023-03-13
현대어린이집,경기도,의왕시,가정,20,6,"경기도 의왕시 원골로 39 102동 103호(오전동, 모락산현대아파트)",031-451-6241,031-451-6241,3,0,0,N,,2023-03-13
성원행복나무어린이집,경기도,의왕시,가정,19,6,경기도 의왕시 보식골로 6 105동 104호(오전동  성원1차 이화아파트),031-343-7090,,3,0,0,N,,2023-03-13
그라시아어린이집,경기도,의왕시,가정,20,6,경기도 의왕시 내손로 70-14 1504동104호(내손동 대림이편한세상아파트),031-426-1126,,3,0,0,N,,2023-03-13
새롬어린이집,경기도,의왕시,가정,19,7,경기도 의왕시 내손로 88-13 1203동103호(내손동 대림이편한세상),031-348-2311,031-360-2311,3,1,0,N,,2023-03-13
노아어린이집,경기도,의왕시,가정,19,6,경기도 의왕시 오전로 179 103동101호  (오전동  백합아파트),031-346-0209,,3,0,0,N,,2023-03-13
자연숲어린이집,경기도,의왕시,민간,156,17,경기도 의왕시 월암새터마을길 13,031-461-7066,031-461-5604,10,1,0,Y,,2023-03-13
하늘숲어린이집,경기도,의왕시,가정,20,7,경기도 의왕시 오전로 208 102호(오전동 매화아파트),031-349-3883,031-687-3883,3,0,0,N,http://cafe.naver.com/ojunskykids,2023-03-13
반도엔젤키즈어린이집,경기도,의왕시,가정,19,4,경기도 의왕시 갈미로 64 105동103호(내손동  반도보라빌리지1단지),031-421-7778,,3,0,0,N,,2023-03-13
봄뜰어린이집,경기도,의왕시,가정,20,9,"경기도 의왕시 안양판교로 100 103-104(포일동, 인덕원 푸르지오 엘센트로)",031-341-6622,031-341-6622,3,0,0,N,,2023-03-13
하늘사랑어린이집,경기도,의왕시,민간,65,8,경기도 의왕시 내손로 57 대림이편한세상아파트4단지 관리동,031-421-9887,,6,3,0,N,,2023-03-13
IT밸리빅스맘어린이집,경기도,의왕시,직장,49,7,"경기도 의왕시 이미로 40 A동 2층(포일동, 인덕원IT밸리)",031-8069-8850,031-8069-8851,4,0,0,N,,2023-03-13
맑은샘어린이집,경기도,의왕시,민간,25,8,경기도 의왕시 갈미1로 18 내손주공아파트 관리동,031-423-3466,031-423-3467,4,0,0,N,http://cafe.naver.com/goodchild1004,2023-03-13
현대의왕직장어린이집,경기도,의왕시,직장,20,6,"경기도 의왕시 까치골길 11 101호(삼동, 삼풍빌라트)",031-8090-8900,,3,0,0,N,,2023-03-13
아이행복어린이집,경기도,의왕시,가정,20,3,"경기도 의왕시 장안중앙로 42 101동 103호(삼동, 의왕파크푸르지오)",031-347-0217,,4,0,0,N,,2023-03-13
숲속키즈어린이집,경기도,의왕시,가정,20,6,"경기도 의왕시 장안중앙로 42 109동 103호(삼동, 의왕파크푸르지오)",070-7591-3487,,4,1,0,N,,2023-03-13
오전어린이집,경기도,의왕시,국공립,79,14,경기도 의왕시 오전로 122 (오전동),031-455-6611,031-455-1856,5,1,0,N,,2023-03-13
대우예원어린이집,경기도,의왕시,민간,35,14,경기도 의왕시 부곡복지관길 41 대우이안아파트 관리동 1층,031-461-1566,,5,0,0,N,,2023-03-13
숲속요요어린이집,경기도,의왕시,민간,91,13,경기도 의왕시 안양판교로 62 인덕원삼호아파트 단지내,031-422-8287,031-422-8288,7,1,0,Y,,2023-03-13
지구촌어린이집,경기도,의왕시,사회복지법인,99,11,경기도 의왕시 묵배미길 3 (오전동),031-452-0320,031-452-0321,6,1,0,Y,,2023-03-13
엄지어린이집,경기도,의왕시,민간,34,9,경기도 의왕시 갈미로 32 반도보라 관리동,031-425-5115,,4,0,0,N,,2023-03-13
개똥이네어린이집,경기도,의왕시,협동,39,7,경기도 의왕시 옥박골동길 20 (청계동),070-7785-3281,031-422-3281,4,0,0,N,http://cafe.naver.com/gaeddong2coop,2023-03-13
효성어린이집,경기도,의왕시,가정,20,6,"경기도 의왕시 부곡시장길 63 101동 109호(삼동, 효성청솔아파트)",031-461-9359,,3,0,0,N,,2023-03-13
뽀뽀뽀어린이집,경기도,의왕시,가정,15,6,"경기도 의왕시 원골로 10 2동 102호(오전동, 신안아파트)",031-429-4705,031-429-4705,3,0,0,N,,2023-03-13
중앙어린이집,경기도,의왕시,법인·단체,80,10,경기도 의왕시 모락로 27 (오전동),031-454-0194,031-458-0194,4,1,0,Y,,2023-03-13
해오름어린이집,경기도,의왕시,가정,20,7,"경기도 의왕시 원골로 39 110동 103호(오전동, 모락산현대아파트)",031-347-7373,,3,0,0,N,,2023-03-13
구름채사임당어린이집,경기도,의왕시,민간,45,7,경기도 의왕시 포도원로 40 대명구름채 아파트 202동 구름채어린이집,031-477-7621,031-477-7621,4,0,0,N,www.aga24.net,2023-03-13
맑은내어린이집,경기도,의왕시,국공립,27,10,"경기도 의왕시 청계1로 10 502동 1층(청계동, 휴먼시아 청계마을)",031-426-7997,031-426-7990,3,0,0,N,,2023-03-13
해늘어린이집,경기도,의왕시,국공립,85,16,"경기도 의왕시 부곡시장1길 38 (삼동, 의왕역 행복주택)",031-461-0060,031-461-0061,6,1,0,N,,2023-03-13
에코빌아름어린이집,경기도,의왕시,민간,27,9,경기도 의왕시 흥안대로456번길 125 동아에코빌아파트 관리동 1층,031-340-4012,031-340-4013,4,0,0,N,,2023-03-13
아기나라어린이집,경기도,의왕시,가정,19,1,"경기도 의왕시 오전천로 54 101동 104호(오전동, 민들레베스파트)",031-344-1006,,3,0,0,N,,2023-03-13
꼬꼬마어린이집,경기도,의왕시,가정,18,6,"경기도 의왕시 갈미로 7 103동 103호(내손동, 대원칸타빌1단지아파트)",031-423-5979,,3,0,0,N,,2023-03-13
청계새솔어린이집,경기도,의왕시,협동,20,2,경기도 의왕시 청계로 149-5 104호(청계동   청계새솔마을),070-8845-2012,,2,0,0,N,,2023-03-13
큰기쁨어린이집,경기도,의왕시,가정,20,7,경기도 의왕시 내손로 14 212동 102호  (내손동 포일자이아파트),031-426-3579,0504-050-6574,4,0,0,N,,2023-03-13
해든솔어린이집,경기도,의왕시,가정,20,7,경기도 의왕시 오전천로 54 104동101호(오전동 민들레베스파트),031-453-1231,,3,0,0,N,,2023-03-13
오로라어린이집,경기도,의왕시,가정,20,6,경기도 의왕시 솔밭1길 24,031-461-7790,031-461-7790,3,0,0,Y,,2023-03-13
희망나무어린이집,경기도,의왕시,가정,18,5,경기도 의왕시 보식골로 17 103동102호(오전동  대명솔채아파트),031-429-3363,,3,0,0,N,,2023-03-13
솜사탕어린이집,경기도,의왕시,가정,20,7,경기도 의왕시 내손로 57 1404동104호(내손동 대림이편한세상아파트),031-421-8237,031-421-8237,3,0,0,N,,2023-03-13
주주어린이집,경기도,의왕시,가정,20,6,경기도 의왕시 내손순환로 7 307동 102호(내손동 래미안에버하임),070-7690-2000,,3,0,0,N,,2023-03-13
한울어린이집,경기도,의왕시,가정,20,5,경기도 의왕시 내손로 57 1411동104호(내손동 대림이편한세상아파트),031-398-7739,031-398-7739,3,0,0,N,,2023-03-13
자이키즈어린이집,경기도,의왕시,가정,20,11,"경기도 의왕시 내손로 14 204동 101호(내손동, 포일자이아파트)",031-421-5758,,3,0,0,N,,2023-03-13
숲속어린이집,경기도,의왕시,민간,152,22,경기도 의왕시 왕곡로 218,031-453-3856,031-453-3856,10,1,0,Y,,2023-03-13
포은천사어린이집,경기도,의왕시,가정,19,7,경기도 의왕시 위인로 15 105동 104호(왕곡동 포은아파트),031-344-5400,031-344-5400,3,0,0,N,,2023-03-13
리틀포일어린이집,경기도,의왕시,민간,31,10,경기도 의왕시 포일세거리로 96 관리동,031-423-5288,031-423-5288,4,0,0,Y,,2023-03-13
포일2단지어린이집,경기도,의왕시,국공립,38,9,경기도 의왕시 이미로 17 포일숲속마을2단지내 (포일동),031-421-1201,,4,0,0,N,,2023-03-13
아이편한어린이집,경기도,의왕시,민간,57,8,"경기도 의왕시 내손중앙로 11 관리동 1층(내손동, 의왕내손이편한세상)",031-424-1377,,4,2,0,Y,,2023-03-13
왕곡어린이집,경기도,의왕시,국공립,107,21,경기도 의왕시 왕곡로 47-18 (왕곡동),031-455-0888,,9,1,0,N,,2023-03-13
해찬숲키즈어린이집,경기도,의왕시,민간,88,5,경기도 의왕시 이미로 16-8 1층(포일동),031-442-0070,0303-0469-7071,3,1,0,Y,https://cafe.naver.com/haechanforest,2023-03-13
성지어린이집,경기도,의정부시,민간,102,13,경기도 의정부시 동일로466번길 21 (신곡동),031-843-6009,,6,,9,Y,,2019-04-01
세아궁전어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 상금로 31-28 102동 101호(금오동, 세아아파트)",031-851-4933,031-624-0265,3,,4,Y,,2019-04-01
소담어린이집,경기도,의정부시,가정,13,4,"경기도 의정부시 부용로 137 307동 103호(금오동,주공그린빌3단지)",031-851-3760,031-852-3760,3,,4,Y,,2019-04-01
소망어린이집,경기도,의정부시,가정,16,4,"경기도 의정부시 회룡로 221 513동 101호(신곡동, 장암주공5단지아파트)",031-855-0558,,3,,4,N,,2019-04-01
송산어린이집,경기도,의정부시,민간,36,8,경기도 의정부시 용현로 118 송산주공7단지 관리동내 (민락동),031-824-0205,031-851-9204,4,,4,Y,,2019-04-01
수락꿈누리어린이집,경기도,의정부시,가정,20,4,"경기도 의정부시 누원로 52 206동 102호(장암동,수락리버시티아파트)",02-952-1400,02-934-7300,4,,4,Y,,2019-04-01
수어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 평화로202번길 14 104동 101호(호원동, 신일유토빌플러스)",031-872-7183,031-872-7183,4,,4,N,,2019-04-01
숲속어린이집,경기도,의정부시,가정,12,4,"경기도 의정부시 동일로 397 215동 102호(장암동, 장암주공2단지아파트)",031-876-2645,031-876-2645,3,,3,N,,2019-04-01
스마트아이어린이집,경기도,의정부시,가정,16,3,"경기도 의정부시 능곡로 8 409동 103호(신곡동,주공아파트)",031-8083-4964,031-827-4964,3,,4,Y,,2019-04-01
꿈있는어린이집,경기도,의정부시,민간,27,7,경기도 의정부시 장곡로628번길 21 삼성래미안아파트 단지내 (신곡동),031-827-0674,031-827-0674,4,,6,Y,,2019-04-01
꿈초롱어린이집,경기도,의정부시,가정,20,6,"경기도 의정부시 평화로202번길 15 101동 104호(호원동, 한아름월드)",031-855-5554,031-855-5554,3,,4,N,,2019-04-01
나무숲어린이집,경기도,의정부시,민간,61,8,"경기도 의정부시 오목로 251 어린이집 (낙양동, 부용마을3단지)",031-825-1991,031-825-1991,5,,6,Y,,2019-04-01
너울가지어린이집,경기도,의정부시,가정,18,1,"경기도 의정부시 녹양로62번길 12 102동 102호(녹양동, 힐스테이트아파트)",031-878-1486,,3,,4,N,,2019-04-01
뉴비전어린이집,경기도,의정부시,민간,37,3,경기도 의정부시 호암로 233 (호원동),031-876-8581,031-876-8581,3,,4,Y,,2019-04-01
늘봄어린이집,경기도,의정부시,가정,18,3,"경기도 의정부시 장금로 13 102동 103호(신곡동, 신곡동신)",031-872-6218,031-872-6218,3,,4,N,,2019-04-01
다솔어린이집,경기도,의정부시,민간,30,4,경기도 의정부시 용현로 72 신도브래뉴10-1차  관리동,031-853-8588,031-853-8588,4,,4,N,,2019-04-01
다솜아이어린이집,경기도,의정부시,가정,20,9,경기도 의정부시 민락로 211 107동 103호,031-825-3633,070-8129-3633,3,,5,N,,2019-04-01
하늘숲어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 오목로 36 101동 101호(용현동, 용현현대1차아파트)",031-853-6913,031-853-6913,3,,4,Y,,2019-04-01
하람어린이집,경기도,의정부시,가정,19,3,"경기도 의정부시 동일로 660 210동 104호(금오동, 금오2차신도브래뉴UP아파트)",031-825-0229,031-825-0229,3,,3,Y,,2019-04-01
한국아이뜰어린이집,경기도,의정부시,가정,13,2,"경기도 의정부시 회룡로 241 609동 106호(신곡동, 장암한국아파트)",031-872-3845,,3,,4,N,,2019-04-01
한그루어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 회룡로105번길 30 101동 109호(호원동, 쌍용)",031-823-9800,031-823-9800,3,,4,N,,2019-04-01
한빛어린이집,경기도,의정부시,가정,20,6,"경기도 의정부시 민락로 211 110동 103호(민락동, 호반베르디움1차)",031-827-8747,,3,,8,N,,2019-04-01
한아름어린이집,경기도,의정부시,가정,18,4,"경기도 의정부시 녹양로62번길 12 109동 106호(녹양동, 힐스테이트아파트)",031-844-6023,031-844-6023,3,,4,N,,2019-04-01
한울어린이집,경기도,의정부시,가정,19,6,"경기도 의정부시 용민로7번길 50 102동 102호(용현동, 건영아파트)",031-827-1123,031-827-1123,3,,4,Y,,2019-04-01
도담도담어린이집,경기도,의정부시,가정,19,0,"경기도 의정부시 장금로 13 104동 105호(신곡동, 동신아파트)",031-847-8159,031-847-8159,3,,6,Y,,2019-04-01
도도어린이집,경기도,의정부시,가정,19,3,"경기도 의정부시 호암로 230 109동 104호(호원동, 신일유토빌)",031-836-7846,031-836-7846,3,,4,N,,2019-04-01
도래샘키즈어린이집,경기도,의정부시,민간,37,9,경기도 의정부시 신곡로 35 동신아파트 내,031-878-7227,031-878-7227,3,,4,N,,2019-04-01
도토리숲어린이집,경기도,의정부시,가정,16,2,"경기도 의정부시 효자로 25 211동 103호(민락동, 송산주공2단지)",031-852-8540,031-852-8540,3,,3,N,,2019-04-01
동화숲어린이집,경기도,의정부시,가정,19,2,"경기도 의정부시 오목로 73 101동 102호(민락동, 한라비발디)",031-823-0240,,4,,4,N,,2019-04-01
둘리어린이집,경기도,의정부시,민간,34,5,경기도 의정부시 평화로290번길 32 (호원동),031-872-4863,031-878-4863,3,,4,Y,,2019-04-01
드림아이어린이집,경기도,의정부시,가정,20,5,"경기도 의정부시 송양로 76 2005동 102호(민락동, 우미린아파트)",031-851-0005,031-851-0005,3,,4,N,,2019-04-01
또래또어린이집,경기도,의정부시,가정,19,4,"경기도 의정부시 호동로 72 203동 108호(호원동, 호원가든2차아파트)",031-878-1445,031-878-1445,3,,4,Y,,2019-04-01
키큰나무어린이집,경기도,의정부시,가정,20,4,"경기도 의정부시 신촌로 18-7 101동 101호(가능동, SK뷰아파트)",031-829-4717,,4,,5,N,,2019-04-01
아침햇살어린이집,경기도,의정부시,가정,13,4,"경기도 의정부시 장곡로 514 403동 105호(신곡동, 금오주공그린빌4단지)",031-827-7725,031-827-7725,3,,3,N,,2019-04-01
아해뜰어린이집,경기도,의정부시,가정,20,7,"경기도 의정부시 본원로 40 401동 102호(녹양동, 휴먼시아아파트)",031-875-1847,031-875-1847,4,,4,Y,,2019-04-01
안말어린이집,경기도,의정부시,국공립,68,9,경기도 의정부시 안말로58번안길 69 (호원동),031-874-2244,031-874-3344,4,,13,N,,2019-04-01
어룡어린이집,경기도,의정부시,국공립,149,25,경기도 의정부시 산단로76번길 77 (용현동),031-853-1081,031-853-1083,11,,23,N,,2019-04-01
엄마사랑어린이집,경기도,의정부시,가정,13,4,"경기도 의정부시 동일로 397 206동 102호(장암동, 장암주공2단지아파트)",031-875-7798,031-875-7798,2,,3,Y,,2019-04-01
사과나무어린이집,경기도,의정부시,민간,47,0,경기도 의정부시 호국로 1276 (의정부동),031-846-8811,031-846-2623,4,,4,Y,,2019-04-01
사랑둥이어린이집,경기도,의정부시,민간,26,6,경기도 의정부시 본원로 39 관리내 사랑둥이어린이집,031-838-7766,031-838-7766,4,,4,Y,,2019-04-01
사랑맘어린이집,경기도,의정부시,민간,34,4,"경기도 의정부시 용현로 42 (용현동,신도10차 파크힐타운)",031-852-0550,031-852-0550,4,,5,Y,,2019-04-01
사랑예뜰어린이집,경기도,의정부시,가정,13,5,"경기도 의정부시 범골로 60 101동 102호(의정부동, 동화)",031-878-3535,031-878-3535,3,,4,Y,,2019-04-01
사랑클아이어린이집,경기도,의정부시,가정,19,7,"경기도 의정부시 능곡로 16-7 103동 110호(신곡동, 성원아파트)",031-823-3301,031-823-3301,3,,4,N,,2019-04-01
산들마을현대어린이집,경기도,의정부시,민간,35,8,경기도 의정부시 오목로 170 산들마을 4단지 아이파크 관리사무소1층,031-851-0106,031-851-0106,3,,5,Y,,2019-04-01
새시대어린이집,경기도,의정부시,국공립,129,21,경기도 의정부시 신흥로207번길 51 (의정부동),031-877-4844,031-874-6724,7,,16,N,,2019-04-01
또래어린이집,경기도,의정부시,가정,19,7,"경기도 의정부시 신곡로 11 206동 101호(신곡동, 장암현대2차아파트)",031-824-3029,,3,,6,Y,,2019-04-01
라빈츠킨더어린이집,경기도,의정부시,민간,49,8,경기도 의정부시 부용로 21 라빈츠킨더어린이집 (금오동),031-836-5730,031-852-5723,4,,4,Y,,2019-04-01
라온어린이집,경기도,의정부시,가정,19,5,"경기도 의정부시 평화로202번길 15 103동102호(호원동, 월드한아름아파트)",031-855-1747,031-837-1747,3,,4,N,,2019-04-01
