설립구분명,시설명,전화번호,소재지지번주소,소재지도로명주소,소재지우편번호,WGS84위도,WGS84경도
공립,여주여자중학교,031-880-8380,경기도 여주시 상동 144-5번지,경기도 여주시 청심로 221,12620,37.2954911739,127.6462926202
공립,백학중학교,031-835-5039,경기도 연천군 백학면 두일리 568-2번지,경기도 연천군 백학면 두일로 79,11048,38.0267036934,126.9083576900
공립,응곡중학교,031-317-7306,경기도 시흥시 장곡동 386-7번지,경기도 시흥시 장곡로54번길 14,15002,37.3807817084,126.7833021172
공립,도촌중학교,031-755-2703,경기도 성남시 중원구 도촌동 637번지,경기도 성남시 중원구 도촌북로 50,13420,37.4166463467,127.1542710026
공립,수원원일중학교,031-218-0100,경기도 수원시 영통구 매탄동 1229-10번지,경기도 수원시 영통구 삼성로213번길 122,16674,37.2653357988,127.0534599978
공립,만정중학교,031-678-9701,경기도 안성시 공도읍 만정리 779-1번지,경기도 안성시 공도읍 송원길 21-6,17550,37.0085606688,127.1729658111
공립,마장중학교,031-632-5723,경기도 이천시 마장면 오천리 71번지,경기도 이천시 마장면 오천로 130,17387,37.2471364555,127.3581758870
공립,설봉중학교,031-645-9846,경기도 이천시 창전동 501-2번지,경기도 이천시 향교로 117,17358,37.2848269008,127.4513216714
공립,신봉중학교,031-8019-0100,경기도 용인시 수지구 신봉동 981번지,경기도 용인시 수지구 신봉3로 43,16808,37.3273561165,127.0643806913
공립,산내중학교,031-961-1605,경기도 파주시 목동동 1080번지,경기도 파주시 산내로 15,10900,37.7230786488,126.7407330403
공립,낙원중학교,070-4288-4670,경기도 성남시 분당구 판교동 518번지,경기도 성남시 분당구 서판교로132번길 11,13474,37.3991828265,127.0961765502
공립,와부중학교,031-579-6299,경기도 남양주시 와부읍 덕소리 75-4번지,경기도 남양주시 와부읍 월문천로 65,12212,37.5870333428,127.2198130518
공립,진건중학교,031-573-6152,경기도 남양주시 진건읍 사능리 634-8번지,경기도 남양주시 진건읍 진건오남로 39,12140,37.6542940107,127.1783058417
공립,덕계중학교,031-864-0684,경기도 양주시 덕계동 406-2번지,경기도 양주시 평화로1416번길 66-13,11444,37.8167714622,127.0502386058
공립,율면중학교,031-641-0664,경기도 이천시 율면 고당리 545번지,경기도 이천시 율면 고당로 48,17423,37.0876989350,127.5425097566
공립,장호원중학교,031-641-5686,경기도 이천시 장호원읍 노탑리 717번지,경기도 이천시 장호원읍 샘재로 27-15,17419,37.1264822013,127.6170795854
공립,법원여자중학교,031-958-0789,경기도 파주시 법원읍 가야리 57-1번지,경기도 파주시 법원읍 자운서원로 31,10826,37.8525951123,126.8688420393
사립,율곡중학교,031-958-0834,경기도 파주시 법원읍 법원리 378번지,경기도 파주시 법원읍 사임당로905번길 10,10826,37.8493796240,126.8811338940
공립,양도중학교,031-986-2315,경기도 김포시 풍무동 472-4번지,경기도 김포시 양도로56번길 59-25,10113,37.6047242564,126.7306992451
공립,광교중학교,031-218-3520,경기도 수원시 영통구 이의동 1207번지,경기도 수원시 영통구 웰빙타운로 55,16224,37.3044857147,127.0446414560
공립,장기중학교,031-986-7301,경기도 김포시 장기동 1314번지,경기도 김포시 청송로 5,10082,37.6479278265,126.6648700621
사립,광동중학교,031-570-3200,경기도 남양주시 진접읍 장현리 603-5번지,경기도 남양주시 진접읍 장현로광동1길 10,12015,37.7167569038,127.1751653307
공립,마석중학교,031-595-2456,경기도 남양주시 화도읍 창현리 742번지,경기도 남양주시 화도읍 수레로 1234-38,12185,37.6484870002,127.3047493265
공립,백암중학교,031-326-0010,경기도 용인시 처인구 백암면 근창리 166번지,경기도 용인시 처인구 백암면 백원로 519-9,17177,37.1649578099,127.3685792276
공립,양진중학교,031-8046-7703,경기도 안성시 공도읍 진사리 135-8번지,경기도 안성시 공도읍 진사1길 37,17564,36.9861031214,127.1438348516
공립,보평중학교,031-779-2263,경기도 성남시 분당구 백현동 543번지,경기도 성남시 분당구 동판교로 131,13528,37.3939483583,127.1158735082
공립,성사중학교,031-967-2516,경기도 고양시 덕양구 성사동 549-4번지,경기도 고양시 덕양구 호국로 887,10294,37.6637819317,126.8429719831
공립,궁내중학교,031-389-8000,경기도 군포시 산본동 1149-5번지,경기도 군포시 수리산로 171,15819,37.3638234257,126.9190337199
공립,산본중학교,031-393-7702,경기도 군포시 산본동 1088-2번지,경기도 군포시 산본로432번길 17,15804,37.3695148240,126.9271890693
공립,일산동중학교,031-914-0212,경기도 고양시 일산서구 탄현동 1482번지,경기도 고양시 일산서구 현중로 48,10240,37.6953827782,126.7680569591
공립,정발중학교,031-902-3381,경기도 고양시 일산동구 마두동 811번지,경기도 고양시 일산동구 정발산로 115,10408,37.6594619400,126.7807222054
공립,행신중학교,031-970-2334,경기도 고양시 덕양구 행신동 784번지,경기도 고양시 덕양구 화신로 22,10530,37.6151994645,126.8396039060
공립,지평중학교,031-773-7843,경기도 양평군 지평면 지평리 553번지,경기도 양평군 지평면 지평로 418,12541,37.4744658033,127.6345507559
공립,상품중학교,031-883-0003,경기도 여주시 산북면 상품리 70-1번지,경기도 여주시 산북면 상품1길 28,12603,37.4026514214,127.4399241250
공립,죽산중학교,031-676-4639,경기도 안성시 죽산면 죽산리 318번지,경기도 안성시 죽산면 죽산향교길 52-9,17519,37.0820217811,127.4248766144
공립,관양중학교,031-384-9667,경기도 안양시 동안구 관양동 1407-2번지,경기도 안양시 동안구 관악대로339번길 35,13931,37.4056635312,126.9605515414
공립,대안중학교,031-451-1982,경기도 안양시 동안구 호계동 1228번지,경기도 안양시 동안구 흥안대로249번길 25,14106,37.3779884747,126.9658664615
사립,성문중학교,031-446-6484,경기도 안양시 만안구 안양동 501-28번지,경기도 안양시 만안구 성결대학로64번길 9,14097,37.3798168439,126.9251905283
공립,증포중학교,031-638-2738,경기도 이천시 증포동 476번지,경기도 이천시 애련정로 218,17351,37.2880916252,127.4555389175
공립,동암중학교,031-849-0300,경기도 의정부시 장암동 9-24번지,경기도 의정부시 장곡로226번길 132,11722,37.7215699239,127.0586442927
공립,덕현중학교,031-856-9764,경기도 양주시 고읍동 79-33번지,경기도 양주시 고읍로35번길 21,11481,37.8002703264,127.0800539493
공립,늘푸른중학교,031-725-8801,경기도 성남시 분당구 정자동 178-6번지,경기도 성남시 분당구 정자일로 77,13561,37.3573529955,127.1051294578
공립,영동중학교,031-203-2587,경기도 수원시 영통구 신동 330-1번지,경기도 수원시 영통구 영통로 225,16679,37.2479930374,127.0558851316
공립,삼숭중학교,031-840-8160,경기도 양주시 삼숭동 679-1번지,경기도 양주시 삼숭로38번길 136,11486,37.7977818885,127.1086123927
공립,장당중학교,031-6153-500,경기도 평택시 장당동 640번지,경기도 평택시 장당길 40,17740,37.0515388260,127.0630831011
공립,평내중학교,031-594-6473,경기도 남양주시 평내동 591번지,경기도 남양주시 경춘로1286번길 23,12218,37.6480426113,127.2381975248
공립,조원중학교,031-242-0668,경기도 수원시 장안구 조원동 40번지,경기도 수원시 장안구 수일로233번길 35,16293,37.3076384099,127.0168174326
공립,세류중학교,031-898-9911,경기도 수원시 권선구 세류동 207번지,경기도 수원시 권선구 덕영대로1031번길 6,16594,37.2576070097,127.0070555248
공립,비전중학교,031-615-2410,경기도 평택시 비전동 332-1번지,경기도 평택시 평남로 972,17847,37.0072468039,127.1027889952
공립,석호중학교,031-364-1400,경기도 안산시 상록구 사동 541-1번지,경기도 안산시 상록구 석호공원로4길 8,15582,37.2997401436,126.8522449887
공립,광덕중학교,031-362-7373,경기도 안산시 상록구 월피동 274번지,경기도 안산시 상록구 광덕산3로 15,15257,37.3374831095,126.8460959380
공립,대흥중학교,070-7097-0916,경기도 시흥시 대야동 377-70번지,경기도 시흥시 서해안로 1587,14902,37.4474058224,126.7840462570
공립,반월중학교,031-487-2102,경기도 안산시 상록구 팔곡일동 253-1번지,경기도 안산시 상록구 남산평길 25,15521,37.3045942436,126.8992687867
공립,별망중학교,031-482-3263,경기도 안산시 단원구 초지동 739-2번지,경기도 안산시 단원구 초지1로 35,15452,37.3044919215,126.8125637948
공립,본오중학교,031-400-8666,경기도 안산시 상록구 본오동 861번지,경기도 안산시 상록구 본오로 90,15555,37.2931331802,126.8672731836
공립,상록중학교,031-487-7623,경기도 안산시 상록구 본오동 1122번지,경기도 안산시 상록구 각골로4길 29,15535,37.3001310501,126.8695502077
공립,선부중학교,031-487-7614,경기도 안산시 단원구 선부동 1138번지,경기도 안산시 단원구 달미로 95,15212,37.3448163564,126.8151317346
공립,성안중학교,031-362-4288,경기도 안산시 상록구 사동 1538번지,경기도 안산시 상록구 석호로 81,15503,37.3040266136,126.8482137338
사립,한국글로벌중학교,02-2617-5384,경기도 시흥시 과림동 11-1번지,경기도 시흥시 금오로 640,14927,37.4585139183,126.8323570174
공립,성포중학교,031-8063-1600,경기도 안산시 상록구 월피동 459번지,경기도 안산시 상록구 월피로 73,15281,37.3355379609,126.8513394134
공립,송운중학교,031-506-1230,경기도 시흥시 정왕동 1875-4번지,경기도 시흥시 옥구천동로 433-11,15028,37.3594270177,126.7314147859
공립,송호중학교,031-414-2349,경기도 안산시 단원구 고잔동 765-1번지,경기도 안산시 단원구 광덕3로 240,15467,37.3113243960,126.8394726051
공립,시곡중학교,031-363-8140,경기도 안산시 상록구 사동 1342-1번지,경기도 안산시 상록구 감골로 123,15620,37.2926946888,126.8561639061
공립,시흥중학교,031-503-2008,경기도 시흥시 정왕동 1870-4번지,경기도 시흥시 옥구천동로374번길 39,15032,37.3529491113,126.7318647360
공립,신천중학교,070-7097-0415,경기도 시흥시 신천동 207-1번지,경기도 시흥시 포도원로 88-1,14953,37.4342547191,126.7825099553
공립,송우중학교,031-541-4536,경기도 포천시 소흘읍 송우리 725-2번지,경기도 포천시 소흘읍 송선로 18,11173,37.8356246247,127.1444947920
사립,한겨레중학교,031-8046-0110,경기도 안성시 죽산면 칠장리 10-1번지,경기도 안성시 죽산면 칠장로 107-9,17524,37.0306205994,127.4226898157
공립,당정중학교,031-459-7614,경기도 군포시 당정동 566번지,경기도 군포시 이당로 152,15854,37.3487156436,126.9587914627
공립,동백중학교,031-8006-7001,경기도 용인시 기흥구 동백동 578번지,경기도 용인시 기흥구 동백중앙로 385,16999,37.2855893396,127.1588876087
공립,용인백현중학교,031-693-8011,경기도 용인시 기흥구 동백7로 107번길,,,,
공립,송내중앙중학교,031-859-6315~8,경기도 동두천시 송내동 665번지,경기도 동두천시 중앙로 78,11351,37.8883528934,127.0525329470
공립,광주광남중학교,031-798-6771,경기도 광주시 태전동 131-6번지,경기도 광주시 벼루개길42번길 50,12789,37.3805051718,127.2363178427
공립,도곡중학교,031-686-8565,경기도 평택시 포승읍 도곡리 1112번지,경기도 평택시 포승읍 여술로 58,17954,36.9892683743,126.8488079462
공립,세종중학교,031-884-6175,경기도 여주시 교동 121-11번지,경기도 여주시 세종로 204-17,12650,37.2795252058,127.6328718845
공립,신평중학교,"031-796-2195,2182",경기도 하남시 신장동 214-3번지,경기도 하남시 신장동로 57,12948,37.5440433686,127.2142120888
공립,월곶중학교,070-7158-9000,경기도 시흥시 월곶동 1010-2번지,경기도 시흥시 월곶해안로 63,14965,37.3926575044,126.7379442331
공립,이충중학교,031-615-3700,경기도 평택시 이충동 675번지,경기도 평택시 이충로35번길 5,17736,37.0595199870,127.0689761045
공립,판곡중학교,031-593-8436,경기도 남양주시 호평동 456-3번지,경기도 남양주시 늘을1로 115,12142,37.6627966235,127.2418646201
공립,서정중학교,031-970-1691,경기도 고양시 덕양구 행신동 1070번지,경기도 고양시 덕양구 서정마을로 22,10491,37.6184286970,126.8497847706

